ID_1,NAME_1,Offices,Trade,Hotels
1,Carlow,174.76,178.1,100.93
2,Cavan,170.7,181.74,127.16
3,Clare,430.81,320.67,340.57
4,Cork,2038.14,1724.25,1130.85
5,Donegal,385.77,433.56,377.86
6,Dublin,10029.84,4603.44,2812.96
7,Galway,881.44,698.86,655.67
8,Kerry,458.43,453.25,592.15
9,Kildare,965.21,700.41,363.2
10,Kilkenny,297.11,300.91,228.08
11,Laoighis,200.65,217.42,109.01
12,Leitrim,81.37,72.5,57.43
13,Limerick,795.48,613.48,449.33
14,Longford,90.01,94.88,50.46
15,Louth,434.64,404.63,224.98
16,Mayo,356.79,402.13,350.02
17,Meath,707.88,543.08,266.12
18,Monaghan,139.25,199.35,105.16
19,Offaly,196.75,218.23,137.1
20,Roscommon,163.27,182.28,103.91
21,Sligo,193.67,193.07,147.17
22,Tipperary,445.3,511.31,302.79
23,Waterford,385.54,347.03,275.69
24,Westmeath,279.7,267.53,174.02
25,Wexford,434.19,461.27,338.83
26,Wicklow,753.3,456.62,298.56